Sector de actividad económica;Tipo de equipo e instalación;Ámbito medioambiental;Total Nacional;Comunidades y Ciudades Autónomas;periodo;Total
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2008;5.563.323
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2020;4.733.452
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2019;4.601.097
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2018;2.744.014
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2017;2.212.069
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2016;4.206.570
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2015;1.934.886
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2014;1.535.478
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2013;5.989.652
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2012;5.399.982
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2011;5.377.575
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2010;2.916.893
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2009;2.792.090
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2008;3.289.992
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2020;4.275.228
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2019;4.991.845
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2018;2.551.111
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2017;7.602.045
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2016;2.772.672
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2015;1.837.661
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2014;1.993.149
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2013;6.034.154
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2012;3.345.694
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2011;5.205.279
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2010;5.962.320
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2009;5.958.982
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2008;3.718.781
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2020;1.685.837
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2019;4.997.162
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2018;4.579.814
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2017;2.555.509
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2016;1.937.503
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2015;3.454.148
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2014;4.882.077
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2013;18.785.547
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2012;13.044.832
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2011;7.015.963
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2010;12.984.547
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2009;19.683.605
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2008;15.641.505
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2020;627.209
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2019;588.092
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2018;876.722
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2017;458.993
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2016;765.252
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2015;944.449
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2014;231.079
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2013;325.062
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2012;106.440
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2011;1.159.915
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2010;644.338
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2009;1.490.549
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2008;2.318.475
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2020;72.652.905
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2019;62.394.858
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2018;58.686.711
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2017;32.563.999
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2016;31.733.023
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2015;33.106.613
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2014;57.337.211
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2013;42.321.178
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2012;50.256.757
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2011;50.453.706
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2010;85.849.238
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2009;100.283.473
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2008;135.540.734
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2020;33.723.785
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2019;15.481.761
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2018;25.353.853
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2017;2.939.139
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2016;4.764.493
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2015;9.061.717
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2014;17.120.854
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2013;890.993
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2012;5.053.342
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2011;5.034.247
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2010;5.660.550
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2009;7.914.767
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2008;15.901.664
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2020;2.813.132
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2019;756.789
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2018;1.607.111
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2017;748.858
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2016;1.440.218
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2015;1.130.045
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2014;2.939.177
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2013;2.046.060
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2012;1.520.547
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2011;2.066.330
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2010;5.770.076
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2009;3.408.590
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2008;7.855.042
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2020;1.103.202
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2019;927.265
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2018;3.942.027
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2017;3.431.831
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2016;935.859
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2015;435.944
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2014;694.070
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2013;314.393
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2012;905.666
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2011;1.395.150
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2010;3.609.164
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2009;1.596.122
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2008;435.811
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2020;34.027
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2019;28.227
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2018;51.598
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2017;123.451
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2016;21.519
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2015;46.059
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2014;48.075
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2013;753
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2012;6.068
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2011;291.640
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2010;45.545
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2009;2.850
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2008;56.474
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2020;112.467
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2019;1.033.663
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2018;746.572
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2017;298.260
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2016;126.923
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2015;167.466
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2014;167.159
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2013;235.208
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2012;214.061
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2011;465.496
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2010;4.042.478
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2009;289.785
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2008;45.296
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2020;1.850.433
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2019;1.153.462
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2018;1.319.633
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2017;294.000
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2016;163.167
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2015;1.187.008
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2014;440.983
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2013;1.090.225
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2012;647.375
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2011;786.669
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2010;1.386.120
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2009;5.252.238
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2008;778.819
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2020;3.296.102
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2019;4.412.226
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2018;3.956.953
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2017;2.814.072
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2016;1.406.764
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2015;2.252.830
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2014;6.169.389
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2013;4.773.890
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2012;7.430.909
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2011;3.544.286
C. Industria manufacturera;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2010;16.791.958
