Sector de actividad económica;Tipo de equipo e instalación;Ámbito medioambiental;Total Nacional;Comunidades y Ciudades Autónomas;periodo;Total
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2020;2.887.731
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2019;5.515.482
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2018;4.821.194
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2017;2.347.352
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2016;3.996.590
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2015;3.059.274
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2014;6.359.117
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2013;3.574.901
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2012;15.452.872
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2011;10.060.581
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2010;15.024.976
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2009;24.751.582
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;08 Castilla - La Mancha;2008;13.924.214
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2020;13.680.226
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2019;15.286.749
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2018;13.099.398
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2017;22.001.118
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2016;15.585.675
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2015;14.870.132
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2014;18.215.200
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2013;18.571.892
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2012;25.631.582
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2011;59.081.197
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2010;29.900.190
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2009;46.868.691
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;09 Cataluña;2008;57.656.816
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2020;5.104.508
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2019;8.654.823
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2018;8.555.126
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2017;4.999.897
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2016;6.769.583
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2015;5.407.073
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2014;7.859.565
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2013;5.643.517
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2012;8.365.551
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2011;4.449.520
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2010;8.104.286
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2009;7.501.667
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;10 Comunitat Valenciana;2008;24.061.430
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2020;2.335.249
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2019;542.721
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2018;829.378
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2017;228.013
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2016;1.067.337
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2015;509.170
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2014;344.187
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2013;214.188
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2012;8.317.076
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2011;15.570.060
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2010;16.841.344
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2009;3.825.045
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;11 Extremadura;2008;5.859.432
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2020;1.556.863
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2019;11.950.377
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2018;5.933.437
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2017;6.534.142
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2016;3.419.552
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2015;4.944.856
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2014;3.695.034
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2013;6.636.213
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2012;18.149.347
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2011;17.440.393
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2010;8.519.048
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2009;10.748.496
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;12 Galicia;2008;28.262.538
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2020;3.721.325
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2019;3.313.815
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2018;2.082.775
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2017;10.178.425
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2016;2.049.641
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2015;2.395.601
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2014;4.483.657
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2013;1.046.192
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2012;2.514.053
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2011;2.382.821
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2010;6.363.843
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2009;2.970.893
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;13 Madrid, Comunidad de;2008;6.949.326
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2020;4.832.895
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2019;4.667.718
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2018;2.796.931
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2017;2.212.069
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2016;4.221.722
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2015;1.960.246
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2014;1.645.010
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2013;5.989.652
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2012;5.546.364
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2011;5.414.122
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2010;3.024.770
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2009;2.792.090
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;14 Murcia, Región de;2008;3.289.992
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2020;4.278.478
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2019;4.991.845
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2018;2.551.111
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2017;7.626.802
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2016;2.788.198
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2015;1.871.475
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2014;2.024.459
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2013;6.034.154
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2012;3.442.049
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2011;5.206.400
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2010;5.995.915
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2009;5.958.982
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;15 Navarra, Comunidad Foral de;2008;3.720.135
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2020;1.685.837
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2019;4.997.175
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2018;4.579.814
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2017;2.568.554
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2016;1.943.284
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2015;3.494.503
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2014;4.895.341
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2013;18.818.919
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2012;13.049.390
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2011;7.181.929
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2010;13.063.739
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2009;19.813.178
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;16 País Vasco;2008;16.615.123
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2020;628.021
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2019;588.092
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2018;876.722
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2017;458.993
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2016;777.203
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2015;952.902
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2014;238.906
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2013;325.062
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2012;106.440
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2011;1.159.915
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2010;644.338
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2009;1.490.549
Total actividades;INVERSIÓN TOTAL;Gestión de aguas residuales;Total Nacional;17 Rioja, La;2008;2.318.475
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2020;72.979.401
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2019;67.488.377
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2018;61.777.744
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2017;34.287.953
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2016;36.696.397
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2015;38.471.845
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2014;63.840.540
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2013;48.078.371
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2012;66.724.279
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2011;62.703.954
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2010;91.205.403
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2009;114.673.807
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;;2008;143.864.442
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2020;33.742.836
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2019;15.982.983
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2018;25.664.674
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2017;3.073.161
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2016;5.159.096
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2015;10.222.878
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2014;18.746.723
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2013;1.434.460
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2012;6.883.247
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2011;10.775.172
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2010;5.796.969
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2009;8.622.977
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;01 Andalucía;2008;16.089.270
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2020;2.833.132
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2019;785.815
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2018;1.611.404
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2017;748.858
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2016;1.523.560
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2015;1.153.043
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2014;3.173.302
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2013;2.046.060
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2012;1.520.547
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2011;2.749.771
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2010;6.336.011
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2009;8.430.450
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;02 Aragón;2008;8.045.978
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2020;1.103.202
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2019;1.462.153
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2018;3.942.113
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2017;3.432.131
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2016;1.327.568
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2015;487.789
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2014;1.040.855
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2013;322.893
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2012;2.545.310
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2011;1.493.508
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2010;3.673.946
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2009;6.630.531
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;03 Asturias, Principado de;2008;667.828
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2020;34.027
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2019;28.227
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2018;2.070.641
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2017;123.451
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2016;81.075
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2015;46.059
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2014;355.240
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2013;753
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2012;4.428.910
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2011;942.951
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2010;45.545
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2009;100.287
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;04 Balears, Illes;2008;59.074
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2020;112.467
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2019;1.043.978
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2018;1.039.722
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2017;298.260
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2016;141.812
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2015;218.957
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2014;194.032
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2013;235.208
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2012;214.061
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2011;479.191
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2010;4.089.658
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2009;289.785
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;05 Canarias;2008;45.296
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2020;1.850.433
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2019;1.153.462
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2018;1.319.633
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2017;294.000
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2016;173.093
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2015;1.187.174
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2014;455.580
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2013;1.090.225
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2012;647.375
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2011;786.669
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2010;1.386.120
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2009;5.433.992
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;06 Cantabria;2008;778.819
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2020;3.337.454
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2019;4.989.228
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2018;4.032.154
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2017;2.823.968
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2016;1.459.881
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2015;2.913.647
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2014;6.229.753
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2013;7.954.827
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2012;7.944.180
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2011;5.000.281
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2010;16.872.552
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2009;14.964.790
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;07 Castilla y León;2008;10.728.871
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;08 Castilla - La Mancha;2020;2.884.672
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;08 Castilla - La Mancha;2019;2.244.347
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;08 Castilla - La Mancha;2018;1.129.632
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;08 Castilla - La Mancha;2017;1.882.810
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;08 Castilla - La Mancha;2016;1.364.435
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;08 Castilla - La Mancha;2015;554.794
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;08 Castilla - La Mancha;2014;1.011.522
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;08 Castilla - La Mancha;2013;1.127.999
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;08 Castilla - La Mancha;2012;2.710.177
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;08 Castilla - La Mancha;2011;5.970.691
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;08 Castilla - La Mancha;2010;2.042.446
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;08 Castilla - La Mancha;2009;6.055.312
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;08 Castilla - La Mancha;2008;7.419.345
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;09 Cataluña;2020;9.372.677
Total actividades;INVERSIÓN TOTAL;Gestión de residuos;Total Nacional;09 Cataluña;2019;9.466.805
